,Medicine name,Therapeutic area,International non-proprietary name (INN) / common name,Substance,,Interaction term,
,Nexavar,"Carcinoma, Hepatocellular, Carcinoma, Renal Cell",sorafenib,irbesartan hydrochloride,,,
,Viread,"Hepatitis B, Chronic, HIV Infections",tenofovir disoproxil,enoxaparin sodium,,,
,Intelence,HIV Infections,etravirine,abiraterone acetate,,,
,Xtandi,Prostatic Neoplasms,enzalutamide,Ustekinumab,x,,
,Copalia,Hypertension,"amlodipine, valsartan",Risdiplam,x,,
,Lamivudine Teva Pharma B.V.,HIV Infections,lamivudine,clofarabine,,"Avoid echinacea. Echinacea should be used with caution, if at all, in patients receiving therapeutic immunosuppressants. Monitor for reduced efficacy of the immunosuppressant during concomitant use.
",
,Arsenic trioxide Accord,"Leukemia, Promyelocytic, Acute",arsenic trioxide,insulin aspart,x,,
,Ziextenzo,Neutropenia,pegfilgrastim,silodosin,,Take with food. Take with a meal to decrease the risk of adverse effects.,
,Fycompa,"Epilepsies, Partial",perampanel,pemigatinib,x,,
,Nustendi,"Hypercholesterolemia, Dyslipidemias","bempedoic acid, ezetimibe",dostarlimab,x,,
,Deltyba,"Tuberculosis, Multidrug-Resistant",delamanid,regadenoson,,"Avoid caffeine. Do not consume caffeine for at least 12 hours before the administration of regadenoson as caffeine can reduce the ability to detect ischemic changes.
",
,Memantine Merz,Alzheimer Disease,memantine hydrochloride,ixazomib citrate,x,,
,Ruxience,"Leukemia, Lymphocytic, Chronic, B-Cell, Arthritis, Rheumatoid, Microscopic Polyangiitis, Pemphigus",rituximab,Recombinant varicella zoster virus glycoprotein E,x,,
,Otezla,"Arthritis, Psoriatic, Psoriasis",apremilast,thiotepa,,"Exercise caution with grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of thiotepa, which may increase its serum concentration.
Exercise caution with St. John's Wort. This herb induces CYP3A4 metabolism and may reduce serum levels of thiotepa.",
,Xadago,Parkinson Disease,safinamide,Evolocumab,x,,
,Feraccru,"Anemia, Iron-Deficiency",ferric maltol,filgrastim,x,,
,"Vantavo (previously Alendronate sodium and colecalciferol, MSD)","Osteoporosis, Postmenopausal","alendronic acid, colecalciferol",irinotecan anhydrous free-base,,,
,Pregabalin Sandoz,"Anxiety Disorders, Neuralgia, Epilepsy",pregabalin,alogliptin benzoate,,,
,Kyprolis,Multiple Myeloma,carfilzomib,Lorlatinib,," Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of lorlatinib.
Avoid St. John's Wort. This herb induces the CYP3A metabolism of lorlatinib and may reduce its serum concentration. Co-administration of lorlatinib with St. John's Wort is contraindicated.
Take at the same time every day.
Take with or without food.",
,Volibris,"Hypertension, Pulmonary",ambrisentan,Mitotane,,,
,Vaborem,"Urinary Tract Infections, Bacteremia, Bacterial Infections, Respiratory Tract Infections, Pneumonia, Pneumonia, Ventilator-Associated","meropenem, vaborbactam",blinatumomab,x,,
,Trizivir,HIV Infections,abacavir (as sulfate) / lamivudine / zidovudine,somatropin,x,,
,Myocet liposomal (previously Myocet),Breast Neoplasms,doxorubicin,alglucosidase alfa,x,,
,Opdivo,"Melanoma, Hodgkin Disease, Carcinoma, Renal Cell, Carcinoma, Non-Small-Cell Lung, Squamous Cell Carcinoma of Head and Neck, Carcinoma, Transitional Cell, Urologic Neoplasms",nivolumab,Human normal immunoglobulin,x,,
,Perjeta,Breast Neoplasms,pertuzumab,entacapone,,,
,Efavirenz/Emtricitabine/Tenofovir disoproxil Mylan,HIV Infections,"efavirenz, emtricitabine, tenofovir disoproxil",semaglutide,,,
,Seebri Breezhaler,"Pulmonary Disease, Chronic Obstructive",glycopyrronium bromide,tenofovir alafenamide fumarate,,"Take at the same time every day.
Take with or without food. Recommendations vary from product to product - consult individual product monographs for additional information.",
,Tegsedi,Amyloidosis,inotersen,natalizumab,x,,
,Latuda,Schizophrenia,lurasidone,Tigecycline,,,
,Aldara,"Condylomata Acuminata, Keratosis, Keratosis, Actinic, Carcinoma, Basal Cell",imiquimod,posaconazole,,"Take with food. Posaconazole suspension can also be taken with a nutritional supplement drink or carbonated beverage if a full meal cannot be consumed.
",
,Humira,"Spondylitis, Ankylosing, Arthritis, Juvenile Rheumatoid, Uveitis, Colitis, Ulcerative, Psoriasis, Arthritis, Psoriatic, Crohn Disease, Arthritis, Rheumatoid",adalimumab,glecaprevir,,,
,Aflunov,"Influenza, Human, Immunization, Disease Outbreaks","zoonotic influenza vaccine (H5N1) (surface antigen, inactivated, adjuvanted)",Mogamulizumab,x,,
,Flixabi,"Spondylitis, Ankylosing, Arthritis, Rheumatoid, Crohn Disease, Colitis, Ulcerative, Arthritis, Psoriatic, Psoriasis",infliximab,human fibrinogen,x,,
,Jylamvo,"Arthritis, Psoriatic, Precursor Cell Lymphoblastic Leukemia-Lymphoma, Psoriasis, Arthritis, Rheumatoid, Arthritis",methotrexate,epoetin zeta,x,,
,Hepsera,"Hepatitis B, Chronic",adefovir dipivoxil,mannitol,,,
,Bortezomib Hospira,Multiple Myeloma,bortezomib,Eculizumab,x,,
,Jyseleca,"Arthritis, Rheumatoid",filgotinib,dinutuximab beta,x,,
,Daurismo,"Leukemia, Myeloid, Acute",glasdegib,sonidegib diphosphate,,"Exercise caution with grapefruit products. Grapefruit inhibits the CYP3A metabolism of sonidegib, which may increase its serum concentration.
Exercise caution with St. John's Wort. This herb induces the CYP3A metabolism of sonidegib, which may reduce its serum concentration.
Take on an empty stomach. Take sonidegib at least 1 hour before or 2 hours after eating.",
,Translarna,"Muscular Dystrophy, Duchenne",ataluren,Cannabidiol,,"Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the risk of sedation.
Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of cannabidiol, which may increase its serum concentration. Cannabidiol dose reduction may be necessary if used together.
Avoid St. John's Wort. This herb induces the CYP3A metabolism of cannabidiol and may reduce its serum concentration. The dose of cannabidiol may need to be increased if used together.
Take with food. Taking cannabidiol with food (particularly high-fat food) increases its bioavailability. The absorption of cannabidiol is more consistent when meal macronutrients remain the same.",
,Ifirmasta (previously Irbesartan Krka),Hypertension,irbesartan,Encorafenib,,"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of encorafenib.
Exercise caution with St. John's Wort. This herb induces CYP3A metabolism, which may reduce serum levels of encorafenib.
Take with or without food.",
,Inhixa,Venous Thromboembolism,enoxaparin sodium,migalastat hydrochloride,,"Take at the same time every day.
Take on an empty stomach. Avoid eating for at least two hours before and after taking migalastat.",
,Cabometyx ,"Carcinoma, Renal Cell",cabozantinib,tedizolid phosphate,," Take at the same time every day.
Take with or without food.",
,Aybintio,"Colorectal Neoplasms, Breast Neoplasms, Ovarian Neoplasms, Fallopian Tube Neoplasms, Peritoneal Neoplasms, Carcinoma, Non-Small-Cell Lung, Carcinoma, Renal Cell, Uterine Cervical Neoplasms",bevacizumab,agalsidase beta,x,,
,Abiraterone Accord,Prostatic Neoplasms,abiraterone,edoxaban tosilate,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Additive anticoagulant activity may increase the risk of bleeding. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.
Take with or without food.",
,Stelara,"Psoriasis, Arthritis, Psoriatic, Crohn Disease",ustekinumab,Selpercatinib,x,,
,Abraxane,"Breast Neoplasms, Pancreatic Neoplasms, Carcinoma, Non-Small-Cell Lung",paclitaxel,Cladribine,,"Avoid echinacea. Echinacea should be used with caution, if at all, in patients receiving therapeutic immunosuppressants. Monitor for reduced efficacy of the immunosuppressant during concomitant use.
",
,Evrysdi,"Muscular Atrophy, Spinal",risdiplam,susoctocog alfa,x,,
,Irbesartan Hydrochlorothiazide Zentiva (previously Irbesartan Hydrochlorothiazide Winthrop),Hypertension,"irbesartan, hydrochlorothiazide",parathyroid hormone,x,,
,Ifirmacombi,Hypertension,"irbesartan, hydrochlorothiazide",sodium oxybate,,,
,Evoltra,Precursor Cell Lymphoblastic Leukemia-Lymphoma,clofarabine,bimatoprost,,,
,Insulin aspart Sanofi,Diabetes Mellitus,insulin aspart,reassortant influenza virus (live attenuated) of the following strain: A/Vietnam/1203/2004 (H5N1) strain,x,,
,Silodyx,Prostatic Hyperplasia,silodosin,benralizumab,x,,
,Pemazyre,Cholangiocarcinoma,pemigatinib,netupitant,,"Avoid grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of netupitant, which may increase its serum concentration.
Avoid St. John's Wort. This herb induces the CYP3A metabolism of netupitant and may reduce its serum concentration.
Take with or without food.",
,Helicobacter Test INFAI,"Breath Tests, Helicobacter Infections",13C-urea,lenvatinib mesilate,,"Avoid hypertensive herbs (e.g. bayberry, blue cohosh, cayenne, ephedra, and licorice). Lenvatinib may cause hypertension as an adverse effect; therefore, there may be additive blood pressure elevation when using hypertensive herbs.
Take at the same time every day.
Take with or without food.",
,Jemperli,Endometrial Neoplasms,dostarlimab,teriparatide,x,,
,Sibnayal,"Acidosis, Renal Tubular","potassium citrate, potassium hydrogen carbonate",Raltegravir,,,
,Rapiscan,Myocardial Perfusion Imaging,regadenoson,empagliflozin,,"Take with or without food. Co-administration with food slightly alters pharmacokinetics, but not to a clinically significant extent.
",
,Ninlaro,Multiple Myeloma,ixazomib,Ribavirin,,"Avoid alcohol. Ribavirin is used to treat chronic hepatitis C infection; ingesting alcohol may worsen this infection.
Take with food. Taking ribavirin with a high-fat meal slows the absorption and increases the AUC and Cmax of ribavirin",
,Shingrix,Herpes Zoster,"herpes zoster vaccine (recombinant, adjuvanted)",afatinib,,,
,Thiotepa Riemser,"Hematopoietic Stem Cell Transplantation, Neoplasms",thiotepa,Luspatercept,x,,
,Rivastigmine 1 A Pharma,"Alzheimer Disease, Dementia, Parkinson Disease",rivastigmine,Influenza virus surface antigens (haemagglutinin and neuraminidase),x,,
,Repatha,"Dyslipidemias, Hypercholesterolemia",evolocumab,fosamprenavir calcium,,"Avoid alcohol. Drug impairs alcohol metabolism.
Avoid fatty foods.
Take with or without food.",
,Nivestim,"Neutropenia, Hematopoietic Stem Cell Transplantation, Cancer",filgrastim,remimazolam,x,"Avoid alcohol. The sedative effects of benzodiazepines may be exacerbated by the co-administration of alcohol.

",
,Nemdatine,Alzheimer Disease,memantine,ceritinib,,"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of ceritinib, which may increase its serum concentration.
Avoid St. John's Wort. This herb induces the CYP3A metabolism of ceritinib and may reduce its serum concentration.
Take with food. Food increases the bioavailability of ceritinib. Taking ceritinib in a fasted state increases the risk of adverse gastrointestinal effects like nausea, vomiting, and abdominal pain.",
,Onivyde pegylated liposomal (previously known as Onivyde),Pancreatic Neoplasms,irinotecan hydrochloride trihydrate,onasemnogene abeparvovec,x,,
,Victoza,"Diabetes Mellitus, Type 2",liraglutide,dabrafenib mesilate,,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum levels of dabrafenib.
Avoid St. John's Wort. This herb induces CYP3A4 metabolism, which may reduce serum levels of dabrafenib.
Do not take with or immediately after a high-fat meal. Dabrafenib's bioavailability is reduced when taken with a high-fat meal.
Take on an empty stomach. Take dabrafenib at least one hour before or two hours after a meal.",
,Emtricitabine/Tenofovir disoproxil Mylan,HIV Infections,"emtricitabine, tenofovir disoproxil",lipegfilgrastim,x,,
,Vipdomet,"Diabetes Mellitus, Type 2","alogliptin, metformin",trametinib,,"Take separate from meals. Take at least one hour before or two hours after a meal.
",
,Lorviqua,"Carcinoma, Non-Small-Cell Lung",lorlatinib,fluticasone furoate,,,
,Lysodren,Adrenal Cortex Neoplasms,mitotane,Neisseria meningitidis group C polysaccharide conjugated to tetanus toxoid,x,,
,Blincyto,Precursor Cell Lymphoblastic Leukemia-Lymphoma,blinatumomab,ulipristal,,"Take with or without food. High-fat food increases drug absorption, but not to a clinically significant extent.
",
,Omnitrope,"Turner Syndrome, Prader-Willi Syndrome, Dwarfism, Pituitary",somatropin,Somapacitan,,x,
,Myozyme,Glycogen Storage Disease Type II,alglucosidase alfa,cabazitaxel,,"Avoid grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of cabazitaxel, which may increase its serum concentration.
Avoid St. John's Wort. This herb induces the CYP3A4 metabolism of cabazitaxel and may reduce its serum concentration.",
,HyQvia,Immunologic Deficiency Syndromes,human normal immunoglobulin,pegaspargase,x,,
,Hefiya,"Hidradenitis Suppurativa, Spondylitis, Ankylosing, Psoriasis, Arthritis, Juvenile Rheumatoid, Uveitis",adalimumab,Icosapent ethyl,,,
,Comtan,Parkinson Disease,entacapone,trabectedin,,"Avoid alcohol. There may be an additive hepatotoxic effect if alcohol and trabectedin are coadministered.
Avoid St. John's Wort. This herb induces CYP3A4 metabolism, which may reduce the serum concentration of trabectedin.
Exercise caution with grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of trabectedin.",
,Ozempic,Diabetes Mellitus,semaglutide,fentanyl,,"Avoid alcohol.
",
,Karvea,Hypertension,irbesartan,tivozanib,x,,
,Vemlidy,Hepatitis B,tenofovir alafenamide,azacitidine,,,
,Pregabalin Pfizer,"Anxiety Disorders, Epilepsy",pregabalin,salmeterol xinafoate,,,
,Tysabri,Multiple Sclerosis,natalizumab,fluticasone propionate,,,
,Neulasta,"Neutropenia, Cancer",pegfilgrastim,fostemsavir trometamol,x,,
,Incresync,"Diabetes Mellitus, Type 2","alogliptin, pioglitazone",Tobramycin,,,
,Tygacil,"Bacterial Infections, Skin Diseases, Bacterial, Soft Tissue Infections",tigecycline,deferasirox,x,"Take at the same time every day.
Take on an empty stomach. Take at least 30 minutes before food.
Take separate from meals. Administration with food causes inconsistent bioavailability. May administer granules with a light meal, if necessary.",
,Thalidomide Celgene (previously Thalidomide Pharmion),Multiple Myeloma,thalidomide,tasonermin,x,,
,Posaconazole Accord,Mycoses,posaconazole,palivizumab,x,,
,Rivastigmine Actavis,"Dementia, Alzheimer Disease, Parkinson Disease",rivastigmine,Rufinamide,,"Take with food. Food can increase the absorption of rufinamide.
",
,Maviret,"Hepatitis C, Chronic","glecaprevir, pibrentasvir",apalutamide,,"Take at the same time every day.
Take with or without food.",
,Poteligeo,"Sezary Syndrome, Mycosis Fungoides",mogamulizumab,Japanese-encephalitis virus,x,,
,VeraSeal,"Hemostasis, Surgical","human fibrinogen, human thrombin",Human coagulation factor X,x,,
,Retacrit,"Anemia, Blood Transfusion, Autologous, Kidney Failure, Chronic, Cancer",epoetin zeta,Macitentan,,,
,Bronchitol,Cystic Fibrosis,mannitol,Beclometasone dipropionate,,,
,Soliris,"Hemoglobinuria, Paroxysmal",eculizumab,Pretomanid,,"Avoid alcohol. Consuming alcohol may increase the risk of hepatotoxicity.
Take with food.",
,Tevagrastim,"Neutropenia, Hematopoietic Stem Cell Transplantation, Cancer",filgrastim,Olaparib,x,,
,Karvezide,Hypertension,"irbesartan, hydrochlorothiazide",rucaparib camsylate,,"Exercise caution with grapefruit products. Rucaparib is primarily metabolized through CYP2D6 but is also metabolized by CYP3A4 and CYP1A2. Grapefruit inhibits CYP3A4 metabolism, which may increase rucaparib serum levels.
Exercise caution with St. John's Wort. Rucaparib is primarily metabolized through CYP2D6 but is also metabolized by CYP3A4 and CYP1A2. St. John's Wort induces CYP3A4 metabolism, which may reduce rucaparib serum levels.
Take with or without food. High-fat meals may increase the bioavailability and delay the Tmax of rucaparib.",
