diseaseId2	diseaseId1	source	Ngenes	NgenesD1	NgenesD2	union_genes	jaccard_genes	Nvariants	NvariantsD1	NvariantsD2	union_variant	jaccard_variant	diseaseId1_name	diseaseId2_name
269984	C0033975	C0004936	CURATED	3	12	101	110	0.0272727272727273	49	49	68	68	0.720588235294118	Mental disorders	Psychotic Disorders
277866	C0035317	C0332563	CURATED	0	0	0	0	0	73	131	86	144	0.506944444444444	Papule	Retinal Hemorrhage
279623	C0035455	C4025885	CURATED	0	0	0	0	0	2	2	2	2	1	Abnormality of the uvula	Rhinitis
279999	C0035615	C3164429	CURATED	0	0	0	0	0	1	1	1	1	1	Indeterminate atrial arrangement	Right aortic arch (disorder)
280000	C0035615	C3280940	CURATED	0	0	0	0	0	1	1	1	1	1	Unbalanced atrioventricular canal defect	Right aortic arch (disorder)
280060	C0035637	C0332154	CURATED	0	0	0	0	0	5	5	5	5	1	Received therapy or drug for	Rinderpest
288967	C0036787	C0678232	CURATED	0	0	0	0	0	1	1	1	1	1	Serum chloride level result	SERUM CHLORIDE ION TESTS
290752	C0037019	C0393571	CURATED	0	0	0	0	0	6	6	6	6	1	Multiple System Atrophy	Shy-Drager Syndrome
293176	C0037293	C0409346	CURATED	0	0	0	0	0	1	1	1	1	1	Contracture of joint of thumb	Skin tag
293178	C0037293	C0836924	CURATED	0	0	0	0	0	1	1	1	1	1	Thrombocytosis	Skin tag
293182	C0037293	C1833326	CURATED	0	0	0	0	0	1	1	1	1	1	Generalized bone demineralization	Skin tag
293198	C0037299	C0003081	CURATED	0	0	0	0	0	1	1	1	1	1	Anisometropia	Skin Ulcer
293240	C0037299	C0027961	CURATED	0	0	0	0	0	1	1	1	1	1	Nevus of Ota	Skin Ulcer
293249	C0037299	C0038505	CURATED	0	0	0	0	0	1	1	1	1	1	Sturge-Weber Syndrome	Skin Ulcer
293277	C0037299	C0241665	CURATED	0	0	0	0	0	1	1	1	1	1	Abnormal venous morphology	Skin Ulcer
293311	C0037299	C0522035	CURATED	0	0	0	0	0	1	1	1	1	1	Edema of the upper extremity	Skin Ulcer
293370	C0037299	C1859882	CURATED	0	0	0	0	0	1	1	1	1	1	Pigmentation of the sclera	Skin Ulcer
293375	C0037299	C2673776	CURATED	0	0	0	0	0	1	1	1	1	1	Vascular tortuosity	Skin Ulcer
293384	C0037299	C4024885	CURATED	0	0	0	0	0	1	1	1	1	1	Macular hyperpigmented dermopathy	Skin Ulcer
293390	C0037299	C4476886	CURATED	0	0	0	0	0	1	1	1	1	1	Abnormal vena cava morphology	Skin Ulcer
295402	C0038013	C0008313	CURATED	0	0	0	0	0	245	276	363	394	0.621827411167513	Cholangitis, Sclerosing	Ankylosing spondylitis
295403	C0038013	C0009324	CURATED	4	63	11	70	0.0571428571428571	294	475	363	544	0.540441176470588	Ulcerative Colitis	Ankylosing spondylitis
295485	C0038013	C0033860	CURATED	4	57	11	64	0.0625	291	501	363	573	0.507853403141361	Psoriasis	Ankylosing spondylitis
295726	C0038018	C0575803	CURATED	0	0	0	0	0	2	2	2	2	1	Radial deviation of hand	Spondylolysis
295729	C0038018	C1837761	CURATED	0	0	0	0	0	2	2	2	2	1	Narrow nasal ridge	Spondylolysis
295730	C0038018	C1851313	CURATED	0	0	0	0	0	2	2	2	2	1	Limited shoulder movement	Spondylolysis
295731	C0038018	C1851542	CURATED	0	0	0	0	0	2	2	2	2	1	Limited hip movement	Spondylolysis
295734	C0038018	C3275799	CURATED	0	0	0	0	0	2	3	2	3	0.666666666666667	Spondylolisthesis at L5-S1	Spondylolysis
295735	C0038018	C4021251	CURATED	0	0	0	0	0	2	2	2	2	1	Dysplasia of the femoral head	Spondylolysis
295736	C0038018	C4021742	CURATED	0	0	0	0	0	2	2	2	2	1	Abnormality of the humerus	Spondylolysis
295819	C0038160	C1318973	CURATED	5	5	5	5	1	4	4	4	4	1	Staphylococcus aureus infection	Staphylococcal Infections
301827	C0038505	C0003081	CURATED	0	0	0	0	0	1	1	1	1	1	Anisometropia	Sturge-Weber Syndrome
301847	C0038505	C0027961	CURATED	0	0	0	0	0	1	1	1	1	1	Nevus of Ota	Sturge-Weber Syndrome
301850	C0038505	C0037299	CURATED	0	0	0	0	0	1	1	1	1	1	Skin Ulcer	Sturge-Weber Syndrome
301872	C0038505	C0241665	CURATED	0	0	0	0	0	1	1	1	1	1	Abnormal venous morphology	Sturge-Weber Syndrome
301878	C0038505	C0522035	CURATED	0	0	0	0	0	1	1	1	1	1	Edema of the upper extremity	Sturge-Weber Syndrome
301894	C0038505	C1859882	CURATED	0	0	0	0	0	1	1	1	1	1	Pigmentation of the sclera	Sturge-Weber Syndrome
301896	C0038505	C2673776	CURATED	0	0	0	0	0	1	1	1	1	1	Vascular tortuosity	Sturge-Weber Syndrome
301904	C0038505	C4024885	CURATED	0	0	0	0	0	1	1	1	1	1	Macular hyperpigmented dermopathy	Sturge-Weber Syndrome
301908	C0038505	C4476886	CURATED	0	0	0	0	0	1	1	1	1	1	Abnormal vena cava morphology	Sturge-Weber Syndrome
307464	C0040261	C1835686	CURATED	0	0	0	0	0	1	1	1	1	1	Recurrent bacterial skin infections	Onychomycosis
307467	C0040261	C1860128	CURATED	0	0	0	0	0	1	1	1	1	1	Recurrent candida infections	Onychomycosis
307468	C0040261	C2673462	CURATED	0	0	0	0	0	1	1	1	1	1	Recurrent Staphylococcus aureus infections	Onychomycosis
316995	C0042454	C0685381	CURATED	0	0	0	0	0	3	3	5	5	0.6	Congenital hypoplasia of radius	Velopharyngeal Insufficiency
317011	C0042454	C1859292	CURATED	0	0	0	0	0	3	3	5	5	0.6	Triangular-shaped open mouth	Velopharyngeal Insufficiency
317013	C0042454	C1861331	CURATED	0	0	0	0	0	3	3	5	5	0.6	Limited pronation/supination of forearm	Velopharyngeal Insufficiency
317029	C0042454	C4023918	CURATED	0	0	0	0	0	4	4	5	5	0.8	Short hard palate	Velopharyngeal Insufficiency
328516	C0085298	C1720824	CURATED	5	8	8	11	0.454545454545455	31	32	40	41	0.75609756097561	Sudden Cardiac Arrest	Sudden Cardiac Death
329385	C0085417	C0270971	CURATED	0	0	0	0	0	1	1	1	1	1	Floppy infant syndrome	Epilepsy, Complex Partial
330736	C0085653	C1367420	CURATED	0	0	0	0	0	1	1	1	1	1	Kaposiform Hemangioendothelioma	Pyogenic granuloma
330969	C0085679	C0267557	CURATED	0	0	0	0	0	2	2	2	2	1	Secretory diarrhea	Hyperchloremia
331462	C0085702	C0239935	CURATED	0	0	0	0	0	1	1	1	1	1	Hematocrit increased	Monocytosis
331465	C0085702	C0302845	CURATED	0	0	0	0	0	1	1	1	1	1	MCV - raised	Monocytosis
331474	C0085702	C0580316	CURATED	0	0	0	0	0	1	1	1	1	1	Neutrophil count abnormal	Monocytosis
331475	C0085702	C0580550	CURATED	0	0	0	0	0	1	1	1	1	1	Lymphocyte count abnormal	Monocytosis
331494	C0085702	C4072885	CURATED	0	0	0	0	0	1	1	1	1	1	Increased serum testosterone level	Monocytosis
331752	C0085758	C0162429	CURATED	0	0	0	0	0	2	3	2	3	0.666666666666667	Malnutrition	Aganglionosis, Colonic
331774	C0085758	C0267373	CURATED	0	0	0	0	0	2	3	2	3	0.666666666666667	Intestinal hemorrhage NOS	Aganglionosis, Colonic
339667	C0086652	C0268271	CURATED	1	1	2	2	0.5	57	78	70	91	0.626373626373626	Gangliosidosis, Generalized GM1, Type 1 (disorder)	Mucopolysaccharidosis type IVB
339668	C0086652	C0268272	CURATED	1	1	2	2	0.5	54	60	70	76	0.710526315789474	Gangliosidosis, Generalized GM1, Type 2	Mucopolysaccharidosis type IVB
339669	C0086652	C0268273	CURATED	1	1	2	2	0.5	51	53	70	72	0.708333333333333	Gangliosidosis, Generalized GM1, Type 3	Mucopolysaccharidosis type IVB
342722	C0087031	C1384600	CURATED	4	4	135	135	0.0296296296296296	41	41	41	41	1	Systemic onset juvenile chronic arthritis	Juvenile-Onset Still Disease
342769	C0087031	C1858558	CURATED	3	3	135	135	0.0222222222222222	41	42	41	42	0.976190476190476	Rheumatoid Arthritis, Systemic Juvenile	Juvenile-Onset Still Disease
342806	C0087031	C2931171	CURATED	0	0	0	0	0	31	31	41	41	0.75609756097561	Juvenile pauciarticular chronic arthritis	Juvenile-Onset Still Disease
342865	C0087031	C3890205	CURATED	0	0	0	0	0	31	31	41	41	0.75609756097561	Polyarticular Juvenile Idiopathic Arthritis, Rheumatoid Factor Negative	Juvenile-Onset Still Disease
342866	C0087031	C3898105	CURATED	0	0	0	0	0	31	34	41	44	0.704545454545455	Oligoarticular Juvenile Idiopathic Arthritis	Juvenile-Onset Still Disease
346179	C0149756	C0158360	CURATED	0	0	0	0	0	1	1	1	1	1	Fibromatosis, Plantar	Fasciitis, Plantar
346183	C0149781	C0004099	CURATED	0	0	0	0	0	2	2	3	3	0.666666666666667	Asthma, Exercise-Induced	Spontaneous pneumothorax
346184	C0149781	C0004144	CURATED	0	0	0	0	0	2	2	3	3	0.666666666666667	Atelectasis	Spontaneous pneumothorax
346207	C0149781	C0032231	CURATED	0	0	0	0	0	2	2	3	3	0.666666666666667	Pleurisy	Spontaneous pneumothorax
346210	C0149781	C0035455	CURATED	0	0	0	0	0	2	2	3	3	0.666666666666667	Rhinitis	Spontaneous pneumothorax
346218	C0149781	C0149514	CURATED	0	0	0	0	0	2	2	3	3	0.666666666666667	Acute bronchitis	Spontaneous pneumothorax
346272	C0149781	C4025885	CURATED	0	0	0	0	0	2	2	3	3	0.666666666666667	Abnormality of the uvula	Spontaneous pneumothorax
346865	C0149871	C0034065	CURATED	4	12	21	29	0.137931034482759	12	16	18	22	0.545454545454545	Pulmonary Embolism	Deep Vein Thrombosis
350321	C0151572	C1850816	CURATED	0	0	0	0	0	1	1	1	1	1	Decreased/absent ankle reflexes	Reflex, Corneal, Decreased
350324	C0151572	C1856507	CURATED	0	0	0	0	0	1	1	1	1	1	Bulbar signs	Reflex, Corneal, Decreased
350341	C0151572	C4022743	CURATED	0	0	0	0	0	1	1	1	1	1	T2 hypointense basal ganglia	Reflex, Corneal, Decreased
350342	C0151572	C4022768	CURATED	0	0	0	0	0	1	1	1	1	1	Cerebellar gliosis	Reflex, Corneal, Decreased
351438	C0151683	C0014457	CURATED	0	0	0	0	0	1	1	1	1	1	Eosinophilia	Neutrophilia (finding)
351446	C0151683	C0239984	CURATED	0	0	0	0	0	1	1	1	1	1	Increased IgA level	Neutrophilia (finding)
351449	C0151683	C1839167	CURATED	0	0	0	0	0	1	1	1	1	1	Intermittent thrombocytopenia	Neutrophilia (finding)
351450	C0151683	C1839305	CURATED	0	0	0	0	0	1	1	1	1	1	Decreased proportion of CD8-positive T cells	Neutrophilia (finding)
351453	C0151683	C1858977	CURATED	0	0	0	0	0	1	1	1	1	1	Increased IgG level	Neutrophilia (finding)
351454	C0151683	C4021098	CURATED	0	0	0	0	0	1	1	1	1	1	Abnormal natural killer cell morphology	Neutrophilia (finding)
351457	C0151683	C4025749	CURATED	0	0	0	0	0	1	1	1	1	1	Abnormality of the spleen	Neutrophilia (finding)
351458	C0151683	C4072911	CURATED	0	0	0	0	0	1	1	1	1	1	Decreased proportion of naive B cells	Neutrophilia (finding)
351459	C0151683	C4072914	CURATED	0	0	0	0	0	1	1	1	1	1	Increased proportion of memory B cells	Neutrophilia (finding)
351460	C0151683	C4721383	CURATED	0	0	0	0	0	1	1	1	1	1	Abnormal esophagus morphology	Neutrophilia (finding)
351559	C0151723	C0032617	CURATED	0	0	0	0	0	2	2	3	3	0.666666666666667	Polyuria	Hypomagnesemia
351575	C0151723	C0403477	CURATED	0	0	0	0	0	2	2	3	3	0.666666666666667	Medullary nephrocalcinosis	Hypomagnesemia
351579	C0151723	C2673444	CURATED	0	0	0	0	0	2	2	3	3	0.666666666666667	Hypocitraturia	Hypomagnesemia
353818	C0151942	C3279191	CURATED	0	0	0	0	0	1	1	1	1	1	Arterial tortuosity	Arterial thrombosis
356049	C0152207	C0009451	CURATED	0	0	0	0	0	1	1	1	1	1	Communicating Hydrocephalus	Alternating Exotropia
356071	C0152207	C1835764	CURATED	0	0	0	0	0	1	1	1	1	1	Vertebral arch anomaly	Alternating Exotropia
356083	C0152207	C1850853	CURATED	0	0	0	0	0	1	1	1	1	1	Hyperextensibility at wrists	Alternating Exotropia
356092	C0152207	C1866245	CURATED	0	0	0	0	0	1	1	1	1	1	Hyperpigmented streaks	Alternating Exotropia
356101	C0152207	C3806616	CURATED	0	0	0	0	0	1	1	1	1	1	Macular hypopigmented whorls, streaks, and patches	Alternating Exotropia
356105	C0152207	C4022871	CURATED	0	0	0	0	0	1	1	1	1	1	Extra-axial cerebrospinal fluid accumulation	Alternating Exotropia
356108	C0152207	C4024854	CURATED	0	0	0	0	0	1	1	1	1	1	Irregular hyperpigmentation of back	Alternating Exotropia
356109	C0152207	C4024877	CURATED	0	0	0	0	0	1	1	1	1	1	Hyperpigmented/hypopigmented macules	Alternating Exotropia
356112	C0152207	C4476709	CURATED	0	0	0	0	0	1	1	1	1	1	Delayed ability to stand	Alternating Exotropia
356113	C0152207	C4476710	CURATED	0	0	0	0	0	1	1	1	1	1	Delayed ability to sit	Alternating Exotropia
356118	C0152217	C0235198	CURATED	0	0	0	0	0	1	1	1	1	1	Unable to concentrate	Exophoria
356135	C0152217	C4022774	CURATED	0	0	0	0	0	1	1	1	1	1	Focal T2 hyperintense thalamic lesion	Exophoria
356136	C0152217	C4022968	CURATED	0	0	0	0	0	1	1	1	1	1	Abnormal hypothalamus physiology	Exophoria
358715	C0152441	C0267048	CURATED	0	0	0	0	0	1	1	1	1	1	Glossoptosis	Madelung Deformity
358747	C0152441	C4022447	CURATED	0	0	0	0	0	1	1	1	1	1	Abnormality of the tympanic membrane	Madelung Deformity
358752	C0152441	C4025190	CURATED	0	0	0	0	0	1	1	1	1	1	Abnormal epiglottis morphology	Madelung Deformity
358754	C0152441	C4073241	CURATED	0	0	0	0	0	1	1	1	1	1	Abnormality of nasopharyngeal adenoids	Madelung Deformity
359066	C0153368	C0153369	CURATED	0	0	0	0	0	13	13	16	16	0.8125	Malignant neoplasm of anterior portion of floor of mouth	Malignant neoplasm of floor of mouth
359067	C0153368	C0153380	CURATED	0	0	0	0	0	13	13	16	16	0.8125	Malignant neoplasm of other specified parts of mouth	Malignant neoplasm of floor of mouth
359068	C0153368	C0153381	CURATED	0	0	0	0	0	13	13	16	16	0.8125	Malignant neoplasm of mouth	Malignant neoplasm of floor of mouth
359072	C0153368	C0153407	CURATED	0	0	0	0	0	13	13	16	16	0.8125	Malignant neoplasm of other sites within the lip and oral cavity	Malignant neoplasm of floor of mouth
359089	C0153368	C0496758	CURATED	0	0	0	0	0	13	13	16	16	0.8125	Malignant neoplasm of lateral floor of mouth	Malignant neoplasm of floor of mouth
359126	C0153369	C0153368	CURATED	0	0	0	0	0	13	16	13	16	0.8125	Malignant neoplasm of floor of mouth	Malignant neoplasm of anterior portion of floor of mouth
359127	C0153369	C0153380	CURATED	0	0	0	0	0	13	13	13	13	1	Malignant neoplasm of other specified parts of mouth	Malignant neoplasm of anterior portion of floor of mouth
359128	C0153369	C0153381	CURATED	0	0	0	0	0	13	13	13	13	1	Malignant neoplasm of mouth	Malignant neoplasm of anterior portion of floor of mouth
359132	C0153369	C0153407	CURATED	0	0	0	0	0	13	13	13	13	1	Malignant neoplasm of other sites within the lip and oral cavity	Malignant neoplasm of anterior portion of floor of mouth
359136	C0153369	C0496758	CURATED	0	0	0	0	0	13	13	13	13	1	Malignant neoplasm of lateral floor of mouth	Malignant neoplasm of anterior portion of floor of mouth
359153	C0153380	C0153368	CURATED	0	0	0	0	0	13	16	13	16	0.8125	Malignant neoplasm of floor of mouth	Malignant neoplasm of other specified parts of mouth
359154	C0153380	C0153369	CURATED	0	0	0	0	0	13	13	13	13	1	Malignant neoplasm of anterior portion of floor of mouth	Malignant neoplasm of other specified parts of mouth
359155	C0153380	C0153381	CURATED	0	0	0	0	0	13	13	13	13	1	Malignant neoplasm of mouth	Malignant neoplasm of other specified parts of mouth
359159	C0153380	C0153407	CURATED	0	0	0	0	0	13	13	13	13	1	Malignant neoplasm of other sites within the lip and oral cavity	Malignant neoplasm of other specified parts of mouth
359163	C0153380	C0496758	CURATED	0	0	0	0	0	13	13	13	13	1	Malignant neoplasm of lateral floor of mouth	Malignant neoplasm of other specified parts of mouth
359302	C0153381	C0496758	CURATED	0	0	0	0	0	13	13	13	13	1	Malignant neoplasm of lateral floor of mouth	Malignant neoplasm of mouth
361213	C0154681	C4023471	CURATED	0	0	0	0	0	1	1	1	1	1	EEG with abnormally slow frequencies	Anterior Horn Cell Disease
362195	C0154754	C0206172	CURATED	0	0	0	0	0	5	5	6	6	0.833333333333333	Diabetic Foot	Hereditary and idiopathic neuropathy, unspecified
362198	C0154754	C4722277	CURATED	0	0	0	0	0	6	9	6	9	0.666666666666667	NEUROPATHY, CONGENITAL HYPOMYELINATING, 2	Hereditary and idiopathic neuropathy, unspecified
362224	C0154828	C4013429	CURATED	0	0	0	0	0	1	1	1	1	1	Underdeveloped tragus	Traction detachment of retina
362225	C0154828	C4023443	CURATED	0	0	0	0	0	1	1	1	1	1	Absent antitragus	Traction detachment of retina
362226	C0154828	C4072980	CURATED	0	0	0	0	0	1	1	1	1	1	Exudative vitreoretinopathy	Traction detachment of retina
362227	C0154828	C4476564	CURATED	0	0	0	0	0	1	1	1	1	1	Abnormal brain lactate level by MRS	Traction detachment of retina
362288	C0154850	C0020500	CURATED	0	0	0	0	0	1	1	1	1	1	Hyperoxaluria	Cystoid macular retinal degeneration
362294	C0154850	C0271051	CURATED	0	0	0	0	0	1	1	1	1	1	Macular retinal edema	Cystoid macular retinal degeneration
362297	C0154850	C0282528	CURATED	0	0	0	0	0	1	1	1	1	1	Peroxisomal Disorders	Cystoid macular retinal degeneration
362308	C0154850	C1836742	CURATED	0	0	0	0	0	1	1	1	1	1	Absent brainstem auditory responses	Cystoid macular retinal degeneration
362315	C0154850	C1856779	CURATED	0	0	0	0	0	1	1	1	1	1	Widely patent sagittal suture	Cystoid macular retinal degeneration
362321	C0154850	C4023692	CURATED	0	0	0	0	0	1	1	1	1	1	Ridged cranial sutures	Cystoid macular retinal degeneration
362322	C0154850	C4023786	CURATED	0	0	0	0	0	1	1	1	1	1	Elevated levels of phytanic acid	Cystoid macular retinal degeneration
362427	C0154860	C0013423	CURATED	0	0	0	0	0	1	1	1	1	1	Dystonia Musculorum Deformans	Hereditary retinal dystrophy
362534	C0155015	C3887980	CURATED	0	0	0	0	0	1	1	1	1	1	Protanomaly	Color Blindness, Red
363834	C0158360	C0149756	CURATED	0	0	0	0	0	1	1	1	1	1	Fasciitis, Plantar	Fibromatosis, Plantar
363857	C0158465	C1835194	CURATED	0	0	0	0	0	1	1	1	1	1	Thick corpus callosum	Acquired cubitus valgus
363861	C0158465	C1840309	CURATED	0	0	0	0	0	1	1	1	1	1	Short 4th metacarpal	Acquired cubitus valgus
363867	C0158465	C1859923	CURATED	0	0	0	0	0	1	1	1	1	1	Freckles in sun-exposed areas	Acquired cubitus valgus
363873	C0158465	C4025870	CURATED	0	0	0	0	0	1	1	1	1	1	Abnormality of the mandible	Acquired cubitus valgus
364005	C0158611	C0478009	CURATED	0	0	0	0	0	2	2	2	2	1	Congenital malformation of cardiac chambers and connections, unspecified	Other congenital anomalies of heart
364007	C0158611	C3151867	CURATED	0	0	0	0	0	2	3	2	3	0.666666666666667	CONGENITAL HEART DEFECTS, MULTIPLE TYPES, 1, X-LINKED	Other congenital anomalies of heart
364474	C0158733	C1843758	CURATED	0	0	0	0	0	1	1	1	1	1	Camptosynpolydactyly, Complex	Hand polydactyly
364595	C0158768	C4749056	CURATED	0	0	0	0	0	1	1	1	1	1	MACRODACTYLY, SOMATIC	Macrodactyly of toe
364643	C0158962	C3698348	CURATED	0	0	0	0	0	1	1	1	1	1	Anti-D isoimmunization affecting pregnancy	Hemolytic disease of fetus OR newborn due to RhD isoimmunization
365469	C0162297	C1849489	CURATED	0	0	0	0	0	2	3	2	3	0.666666666666667	Increased serum alanine	Respiratory arrest
365474	C0162297	C4024705	CURATED	0	0	0	0	0	2	2	2	2	1	Decreased activity of mitochondrial complex II	Respiratory arrest
365997	C0162311	C2676272	CURATED	0	0	0	0	0	104	104	104	104	1	Alopecia, Androgenetic, 3	Androgenetic Alopecia
365998	C0162311	C2678038	CURATED	0	0	0	0	0	104	104	104	104	1	Alopecia, Androgenetic, 2	Androgenetic Alopecia
366033	C0162311	C4049090	CURATED	0	0	0	0	0	104	104	104	104	1	Alopecia, Androgenetic, 1	Androgenetic Alopecia
366360	C0162429	C0085758	CURATED	0	0	0	0	0	2	2	3	3	0.666666666666667	Aganglionosis, Colonic	Malnutrition
366382	C0162429	C0345240	CURATED	0	0	0	0	0	2	2	3	3	0.666666666666667	Total intestinal aganglionosis	Malnutrition
373194	C0201836	C1883008	CURATED	0	0	0	0	0	77	77	77	77	1	Serum Alanine Aminotransferase Measurement	Alanine aminotransferase measurement
373594	C0202105	C0428545	CURATED	0	0	0	0	0	10	10	10	10	1	Serum transferrin measurement	Transferrin measurement
384518	C0205700	C0018794	CURATED	0	0	0	0	0	1	1	1	1	1	Heart Block	Asymmetric Septal Hypertrophy
384591	C0205713	C1843075	CURATED	1	1	8	8	0.125	4	6	5	7	0.571428571428571	Charcot-Marie-Tooth Disease, Dominant Intermediate D	Roussy-Levy Syndrome (disorder)
385884	C0205770	C1859972	CURATED	1	1	1	1	1	6	6	7	7	0.857142857142857	ADRENOCORTICAL CARCINOMA, HEREDITARY	Choroid Plexus Papilloma
385902	C0205770	C3553606	CURATED	1	1	1	1	1	6	7	7	8	0.75	BASAL CELL CARCINOMA, SUSCEPTIBILITY TO, 7	Choroid Plexus Papilloma
390269	C0206061	C0270685	CURATED	0	0	0	0	0	5	8	5	8	0.625	Cerebral calcification	Pneumonia, Interstitial
390736	C0206115	C0950122	CURATED	1	1	3	3	0.333333333333333	9	15	11	17	0.529411764705882	Frasier Syndrome	WAGR Syndrome
391547	C0206160	C0241231	CURATED	0	0	0	0	0	1	1	1	1	1	splenomegaly massive	Reticulocytosis
391555	C0206160	C0268306	CURATED	0	0	0	0	0	1	1	1	1	1	Unconjugated hyperbilirubinemia	Reticulocytosis
394663	C0206710	C0007117	CURATED	0	0	0	0	0	109	109	109	109	1	Basal cell carcinoma	Basal Cell Neoplasm
394729	C0206710	C0751676	CURATED	0	0	0	0	0	109	109	109	109	1	Basal Cell Cancer	Basal Cell Neoplasm
397429	C0220641	C0149744	CURATED	0	0	0	0	0	5	5	9	9	0.555555555555556	Oral lesion	Lip and Oral Cavity Carcinoma
397706	C0220664	C1862102	CURATED	1	2	1	2	0.5	2	3	2	3	0.666666666666667	BRACHYDACTYLY, TYPE E1	BRACHYDACTYLY, TYPE D
398096	C0220989	C3887501	CURATED	1	1	1	1	1	1	1	1	1	1	LIPODYSTROPHY, PARTIAL, ACQUIRED, SUSCEPTIBILITY TO	Acquired partial lipodystrophy
398158	C0221005	C1855790	CURATED	0	0	0	0	0	1	1	1	1	1	Hepatic glycogen storage	Mauriacs syndrome
C0221013	C0002152	CURATED	1	108	2	109	0.00917431192660551	0	0	0	0	0	Alloxan Diabetes	Mastocytosis, Systemic
C0221013	C0002395	CURATED	1	101	2	102	0.00980392156862745	0	0	0	0	0	Alzheimers Disease
399731	C0221170	C0231698	CURATED	0	0	0	0	0	1	1	1	1	1	Gait, Scissors	Muscular stiffness
399736	C0221170	C0454596	CURATED	0	0	0	0	0	1	1	1	1	1	Dysarthria, Spastic	Muscular stiffness
399737	C0221170	C0455938	CURATED	0	0	0	0	0	1	1	1	1	1	Large adenoids	Muscular stiffness
399744	C0221170	C4280687	CURATED	0	0	0	0	0	1	1	1	1	1	Upper limb muscle hypertrophy	Muscular stiffness
399867	C0221209	C0344735	CURATED	0	0	0	0	0	1	1	1	1	1	Partial atrioventricular canal	Pelvic kidney
399878	C0221209	C1848771	CURATED	0	0	0	0	0	1	1	1	1	1	Prominent superficial blood vessels	Pelvic kidney
399882	C0221209	C1861217	CURATED	0	0	0	0	0	1	1	1	1	1	Small foramen magnum	Pelvic kidney
399886	C0221209	C3887851	CURATED	0	0	0	0	0	1	1	1	1	1	Basilar invagination	Pelvic kidney
399887	C0221209	C4021520	CURATED	0	0	0	0	0	1	1	1	1	1	Abnormal cerebral artery morphology	Pelvic kidney
400924	C0221278	C4021280	CURATED	0	0	0	0	0	1	1	1	1	1	Curved 4th toe phalanx	Anisocytosis
404037	C0231698	C0221170	CURATED	0	0	0	0	0	1	1	1	1	1	Muscular stiffness	Gait, Scissors
404087	C0231698	C0454596	CURATED	0	0	0	0	0	1	1	1	1	1	Dysarthria, Spastic	Gait, Scissors
404088	C0231698	C0455938	CURATED	0	0	0	0	0	1	1	1	1	1	Large adenoids	Gait, Scissors
404166	C0231698	C4280687	CURATED	0	0	0	0	0	1	1	1	1	1	Upper limb muscle hypertrophy	Gait, Scissors
404493	C0231807	C0025467	CURATED	0	0	0	0	0	2	2	3	3	0.666666666666667	Mesenteric Cyst	Dyspnea on exertion
404496	C0231807	C0029423	CURATED	0	0	0	0	0	2	2	3	3	0.666666666666667	Cartilaginous exostosis	Dyspnea on exertion
404507	C0231807	C0206619	CURATED	0	0	0	0	0	2	2	3	3	0.666666666666667	Lymphatic Vessel Tumors	Dyspnea on exertion
404538	C0231807	C1842681	CURATED	0	0	0	0	0	2	2	3	3	0.666666666666667	Hypoplastic helices	Dyspnea on exertion
404541	C0231807	C1849677	CURATED	0	0	0	0	0	2	2	3	3	0.666666666666667	Numerous nevi	Dyspnea on exertion
404549	C0231807	C4021875	CURATED	0	0	0	0	0	2	2	3	3	0.666666666666667	Tall chin	Dyspnea on exertion
404551	C0231807	C4025663	CURATED	0	0	0	0	0	2	2	3	3	0.666666666666667	Abnormality of tibia morphology	Dyspnea on exertion
404554	C0231807	C4025895	CURATED	0	0	0	0	0	2	2	3	3	0.666666666666667	Abnormality of the scrotum	Dyspnea on exertion
404766	C0231921	C3160731	CURATED	0	0	0	0	0	259	259	259	259	1	Pulmonary function (finding)	Pulmonary function
414040	C0234376	C4021975	CURATED	0	0	0	0	0	1	1	1	1	1	Abnormality of the tonsils	Action Tremor
414194	C0234378	C0751470	CURATED	0	0	0	0	0	2	2	3	3	0.666666666666667	Palmo-Mental Reflex	Static Tremor
414239	C0234378	C1843369	CURATED	0	0	0	0	0	2	2	3	3	0.666666666666667	Vertical supranuclear gaze palsy	Static Tremor
